,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,desc
2944,3055,16791,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",Death: the High Cost of Living,https://images.gr-assets.com/books/1366407293l/16791.jpg,4.21,34252,"comics, fantasy","Death: the High Cost of LivingNeil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos"
2945,3056,229123,Catherine Marshall,Christy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389406901l/229123.jpg,4.2,37963,"fiction, classics","In the year 1912, nineteen-year-old Christy Huddleston leaves home to teach
school in the Smoky Mountains -- and comes to know and love the resilient
people of the region, with their fierce pride, their dark superstitions,
their terrible poverty, and their yearning for beauty and truth. But her
faith will be severely challenged by trial and tragedy, by the needs and
unique strengths of two remarkable young men, and by a heart torn between
true love and unwavering devotion. And don't miss another heart-soaring
bestseller from Catherine Marshall: Julie"
2946,3057,13623150,Tahereh Mafi,Destroy Me,https://images.gr-assets.com/books/1340398466l/13623150.jpg,4.27,46793,"fantasy, romance","Set after Tahereh Mafi's Shatter Me and before Unravel Me, Destroy Me is a
novella told from the perspective of Warner, the ruthless leader of Sector
45. Even though Juliette shot him in order to escape, Warner can't stop
thinking about her—and he'll do anything to get her back. But when the
Supreme Commander of The Reestablishment arrives, he has much different
plans for Juliette. Plans Warner cannot allow. The Shatter Me series is
perfect for fans who crave action-packed young adult novels with
tantalizing romance like Divergent and The Hunger Games. This captivating
story, which combines the best of dystopian and paranormal, was praised as
""a thrilling, high-stakes saga of self-discovery and forbidden love"" by
Ransom Riggs, bestselling author of Miss Peregrine's Home for Peculiar
Children. Don’t miss Defy Me, the shocking fifth book in the Shatter Me
series!"
2947,3059,40745,Carol S. Dweck,Mindset: The New Psychology of Success,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436227012l/40745._SY475_.jpg,4.04,31174,"psychology, nonfiction","Reveals how established attitudes affect all aspects of one's life,
explains the differences between fixed and growth mindsets, and stresses
the need to be open to change in order to achieve fulfillment and success."
2948,3060,5972040,Jude Watson,"Beyond the Grave (The 39 Clues, #4)",https://images.gr-assets.com/books/1385209619l/5972040.jpg,3.92,37475,"mystery, fiction","A clue takes Amy and Dan Cahill to Egypt, where they investigate the
origins of the rivalry between the Tomas and Ekaterina branches of their
family and try to figure out if they can trust a message from their dead
grandmother Grace."
2949,3061,26435,C.S. Lewis,The Problem of Pain,https://images.gr-assets.com/books/1328546308l/26435.jpg,4.12,29179,"religion, philosophy","Why must humanity suffer? In this elegant and thoughtful work, C. S. Lewis
questions the pain and suffering that occur everyday and how this contrasts
with the notion of a God that is both omnipotent and good. An answer to
this critical theological problem is found within these pages."
2950,3062,2527900,"Richard H. Thaler, Cass R. Sunstein","Nudge: Improving Decisions About Health, Wealth, and Happiness",https://images.gr-assets.com/books/1328828013l/2527900.jpg,3.8,29552,"business, psychology","Offering a groundbreaking study of the application of the science of
choice, a guide that uses colorful examples from all aspects of life
demonstrates how it is possible to design environments that make it more
likely for us to act in our own interests. Reprint."
2951,3063,210329,Susan Cooper,The Dark Is Rising,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349051230l/210329.jpg,4.07,39881,"fantasy, classics",The Dark Is RisingSusan Cooper
2952,3064,23754479,Jonathan Franzen,Purity,https://images.gr-assets.com/books/1438958976l/23754479.jpg,3.59,24811,"fiction, contemporary","""A huge-canvased novel about identity, the internet, sexual politics, and
love from the author of Freedom and The Corrections""--"
2953,3065,32446,"Richard Paige, Dean Koontz",The Door to December,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388257941l/32446.jpg,3.94,30599,"horror, suspense","Six years after the kidnapping of Laura McCaffrey's three-year-old
daughter, Melanie, by her estranged husband, Dylan, the child is found
wandering the streets of Los Angeles, terrorized by a horrifying secret,
and Dylan's mangled remains are discovered"
2954,3066,53625,James Patterson,Four Blind Mice,https://images.gr-assets.com/books/1408929456l/53625.jpg,3.98,33668,"mystery, fiction",Four Blind MiceJames Patterson
2955,3067,3975186,Kristin Hannah,True Colors,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442893974l/3975186._SY475_.jpg,3.89,31276,"fiction, romance","The Grey sisters have always looked after one another. Growing up on a
sprawling ranch with an emotionally distant father, they had nowhere else
to turn after their mother died. Winona, the oldest, craves her father's
approval. Happier reading a book than riding a horse, she knows she isn't
the daughter he wanted - but she's determined to prove her worth. Aurora is
the peacemaker, trying to keep everyone happy, whilst hiding her own
feelings. Vivi Ann, the youngest, is the star of the family. Beautiful and
spirited, everything comes easily to her - until a stranger comes to town.
When Vivi Ann makes a fateful decision to follow her heart, everything
changes. Suddenly the sisters are pitted against each other. Loyalties are
tested, secrets revealed - and then a terrible crime threatens to tear
their whole community apart. Compelling and provocative, True Colours by
Kristin Hannah is an unforgettable novel about jealousy, betrayal, passion
and forgiveness - and what it means to be a family."
2956,3068,9595,Kurt Vonnegut Jr.,Slapstick,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514342815l/9595._SY475_.jpg,3.87,27371,"fiction, classics",SlapstickKurt Vonnegut Jr.
2957,3069,38315,Nassim Nicholas Taleb,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388180506l/38315.jpg,4.05,28674,"business, psychology","Contends that randomness and probability have a large impact on life,
claims that people regularly fail to recognize that role, and tells how to
differentiate between randomness in general and the financial markets in
particular."
2958,3070,14975,Kate Mosse,Labyrinth,https://images.gr-assets.com/books/1312498906l/14975.jpg,3.55,36237,"fiction, fantasy","Alice, a volunteer at an archaeological dig, becomes a target after
discovering a pair of crumbling skeletons in the Pyrenees mountains, while
eight hundred years in the past, Alaèis, the daughter of a crusader, must
safeguard the location of the Holy Grail."
2959,3071,7493,Joseph J. Ellis,Founding Brothers: The Revolutionary Generation,https://images.gr-assets.com/books/1388791106l/7493.jpg,3.92,31610,"history, nonfiction","The introduction, discussion questions, suggestions for further reading,
and author biography that follow are intended to enhance your reading
group's discussion of Joseph Ellis's Founding Brothers: The Revolutionary
Generation . We hope they will enrich your experience of this Pulitzer
Prize-winning study of the intertwined lives of the founders of the
American republic--John Adams, Aaron Burr, Benjamin Franklin, Alexander
Hamilton, Thomas Jefferson, James Madison, and George Washington."
2960,3072,76679,Isaac Asimov,Forward the Foundation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430055209l/76679.jpg,4.13,31686,"fiction, science","Hari Seldon struggles to perfect his revolutionary theory of psychohistory
while the great Galactic Empire totters on the brink of apocalyptic
collapse"
2961,3073,6919272,Kerstin Gier,Saphirblau,https://images.gr-assets.com/books/1327251290l/6919272.jpg,4.19,25767,"fantasy, romance",SaphirblauKerstin Gier
2962,3074,16142053,Lawrence Wright,"Going Clear: Scientology, Hollywood, and the Prison of Belief",https://images.gr-assets.com/books/1358119149l/16142053.jpg,4.02,26117,"nonfiction, religion","Going Clear: Scientology, Hollywood, and the Prison of BeliefLawrence Wright"
2963,3075,7619292,"Young Kim, Stephenie Meyer",Twilight: The Graphic Novel,https://images.gr-assets.com/books/1317294278l/7619292.jpg,3.74,37292,"fantasy, romance","Twilight: The Graphic NovelYoung Kim, Stephenie Meyer"
2964,3076,56034,John Fowles,The French Lieutenant's Woman,https://images.gr-assets.com/books/1466630905l/56034.jpg,3.85,34897,"fiction, classics",The French Lieutenant's WomanJohn Fowles
2965,3077,732562,"Samuel Taylor Coleridge, Gustave Doré",The Rime of the Ancient Mariner,https://images.gr-assets.com/books/1436976206l/732562.jpg,3.93,37299,"poetry, classics","A sailor dooms his ship's crew by murdering an albatross and is lost at
sea, alone with the burden of his guilt, until a meeting with divine
messengers brings him the opportunity to do penance. Samuel Taylor
Coleridge's (1772-1834) haunting parable of sin and absolution, The Rime of
the Ancient Mariner, is widely recognized as one of the greatest narrative
poems in the English language and was a defining achievement in the
establishment of the Romantic Movement. Coleridge's text is presented here
alongside the classic illustrations of Gustave Doré (1832-1883), the great
French engraver famous for his illustrations of Dante's Inferno, Milton's
Paradise Lost, and the Bible. His imaginative and detailed illustrations
are a beautiful and evocative visual compliment to this unique masterpiece
of English literature."
2966,3078,240130,"Robert Munsch, Michael Martchenko",The Paper Bag Princess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386912856l/240130.jpg,4.32,38040,"fantasy, fiction","The Paper Bag PrincessRobert Munsch, Michael Martchenko"
2967,3079,163977,John Steinbeck,Tortilla Flat,https://images.gr-assets.com/books/1400859671l/163977.jpg,3.82,30048,"fiction, classics","Danny, a mule skinner during the First World War, returns to Tortilla Flat
to enjoy the carefree and amoral life of the paisano"
2968,3080,23814,H. Rider Haggard,King Solomon's Mines,https://images.gr-assets.com/books/1418964233l/23814.jpg,3.8,31191,"classics, fiction","The first great ""Lost World"" action-adventure, a precursor to Indiana Jones
H. Rider Haggard's King Solomon's Mines has entertained generations of
readers since its first publication in 1885. Following a mysterious map of
dubious reliability, a small group of men trek into southern Africa in
search of a lost friend-and a lost treasure, the fabled mines of King
Solomon. Led by the English adventurer and fortune hunter Allan
Quartermain, they discover a frozen corpse, survive untold dangers in
remote mountains and deserts, and encounter the merciless King Twala en
route to the legendary hoard of diamonds. For more than seventy years,
Penguin has been the leading publisher of classic literature in the
English-speaking world. With more than 1,700 titles, Penguin Classics
represents a global bookshelf of the best works throughout history and
across genres and disciplines. Readers trust the series to provide
authoritative texts enhanced by introductions and notes by distinguished
scholars and contemporary authors, as well as up-to-date translations by
award-winning translators."
